dataset,Paths_to_Internet,description,universe,usProp,usPropSE,usCount,usCountSE,age314Prop,age314PropSE,age314Count,age314CountSE,age1524Prop,age1524PropSE,age1524Count,age1524CountSE,age2544Prop,age2544PropSE,age2544Count,age2544CountSE,age4564Prop,age4564PropSE,age4564Count,age4564CountSE,age65pProp,age65pPropSE,age65pCount,age65pCountSE,workEmployedProp,workEmployedPropSE,workEmployedCount,workEmployedCountSE,workUnemployedProp,workUnemployedPropSE,workUnemployedCount,workUnemployedCountSE,workNILFProp,workNILFPropSE,workNILFCount,workNILFCountSE,incomeU25Prop,incomeU25PropSE,incomeU25Count,incomeU25CountSE,income2549Prop,income2549PropSE,income2549Count,income2549CountSE,income5074Prop,income5074PropSE,income5074Count,income5074CountSE,income7599Prop,income7599PropSE,income7599Count,income7599CountSE,income100pProp,income100pPropSE,income100pCount,income100pCountSE,edNoDiplomaProp,edNoDiplomaPropSE,edNoDiplomaCount,edNoDiplomaCountSE,edHSGradProp,edHSGradPropSE,edHSGradCount,edHSGradCountSE,edSomeCollegeProp,edSomeCollegePropSE,edSomeCollegeCount,edSomeCollegeCountSE,edCollegeGradProp,edCollegeGradPropSE,edCollegeGradCount,edCollegeGradCountSE,sexMaleProp,sexMalePropSE,sexMaleCount,sexMaleCountSE,sexFemaleProp,sexFemalePropSE,sexFemaleCount,sexFemaleCountSE,raceWhiteProp,raceWhitePropSE,raceWhiteCount,raceWhiteCountSE,raceBlackProp,raceBlackPropSE,raceBlackCount,raceBlackCountSE,raceHispanicProp,raceHispanicPropSE,raceHispanicCount,raceHispanicCountSE,raceAsianProp,raceAsianPropSE,raceAsianCount,raceAsianCountSE,raceAmIndianProp,raceAmIndianPropSE,raceAmIndianCount,raceAmIndianCountSE,raceOtherProp,raceOtherPropSE,raceOtherCount,raceOtherCountSE,disabilityNoProp,disabilityNoPropSE,disabilityNoCount,disabilityNoCountSE,disabilityYesProp,disabilityYesPropSE,disabilityYesCount,disabilityYesCountSE,metroNoProp,metroNoPropSE,metroNoCount,metroNoCountSE,metroYesProp,metroYesPropSE,metroYesCount,metroYesCountSE,metroUnknownProp,metroUnknownPropSE,metroUnknownCount,metroUnknownCountSE,scChldHomeNoProp,scChldHomeNoPropSE,scChldHomeNoCount,scChldHomeNoCountSE,scChldHomeYesProp,scChldHomeYesPropSE,scChldHomeYesCount,scChldHomeYesCountSE,ALProp,ALPropSE,ALCount,ALCountSE,AKProp,AKPropSE,AKCount,AKCountSE,AZProp,AZPropSE,AZCount,AZCountSE,ARProp,ARPropSE,ARCount,ARCountSE,CAProp,CAPropSE,CACount,CACountSE,COProp,COPropSE,COCount,COCountSE,CTProp,CTPropSE,CTCount,CTCountSE,DEProp,DEPropSE,DECount,DECountSE,DCProp,DCPropSE,DCCount,DCCountSE,FLProp,FLPropSE,FLCount,FLCountSE,GAProp,GAPropSE,GACount,GACountSE,HIProp,HIPropSE,HICount,HICountSE,IDProp,IDPropSE,IDCount,IDCountSE,ILProp,ILPropSE,ILCount,ILCountSE,INProp,INPropSE,INCount,INCountSE,IAProp,IAPropSE,IACount,IACountSE,KSProp,KSPropSE,KSCount,KSCountSE,KYProp,KYPropSE,KYCount,KYCountSE,LAProp,LAPropSE,LACount,LACountSE,MEProp,MEPropSE,MECount,MECountSE,MDProp,MDPropSE,MDCount,MDCountSE,MAProp,MAPropSE,MACount,MACountSE,MIProp,MIPropSE,MICount,MICountSE,MNProp,MNPropSE,MNCount,MNCountSE,MSProp,MSPropSE,MSCount,MSCountSE,MOProp,MOPropSE,MOCount,MOCountSE,MTProp,MTPropSE,MTCount,MTCountSE,NEProp,NEPropSE,NECount,NECountSE,NVProp,NVPropSE,NVCount,NVCountSE,NHProp,NHPropSE,NHCount,NHCountSE
10/1/03 0:00,noNeedInterestMainReason,Main Reason for Household Not Online at Home: Don't Need It or Not Interested,noInternetAtHome,0.393786,0.003561,20162458,193561,,,,,0.212181,0.011713,798719,49409,0.245639,0.005696,3947023,101895,0.397933,0.006539,6016430,121343,0.578492,0.006253,9400285,143382,0.320889,0.004826,8337648,141824,0.20826,0.015942,390064,33552,0.49052,0.005354,11411411,156317,,,,,,,,,,,,,,,,,,,,,0.395247,0.007053,5337508,116232,0.406243,0.005743,7939756,135553,0.360483,0.007433,4090345,100913,0.410639,0.009737,2794848,83832,41%,0.005199,10059101,152373,38%,0.00488,10103357,149622,0.456938,0.004394,14990478,169493,0.291042,0.00862,2474539,86139,0.253694,0.008874,1947145,77873,0.362219,0.024156,479492,39311,0.314702,0.037299,98837,14024,0.296575,0.029316,171967,19589,,,,,,,,,0.416356,0.007336,4839080,106768,0.38691,0.004077,15270212,178871,0.474849,0.057571,53166,8641,0.441685,0.004025,18207826,187046,0.195895,0.006668,1954632,73004,0.514019,0.023513,514652,33076,0.329647,0.031628,24084,2802,0.283418,0.024795,261529,26786,0.387158,0.024497,242903,19452,0.365469,0.013441,1890633,86136,0.331846,0.023343,221024,19001,0.383946,0.025594,187460,15777,0.506464,0.028454,68857,5339,0.367371,0.026596,49366,4449,0.403488,0.015265,1217613,58768,0.360443,0.027282,567385,54672,0.42857,0.030584,79801,7493,0.375136,0.029545,82458,8101,0.406422,0.016653,997911,52445,0.3819,0.021358,462505,32112,0.452869,0.024613,234795,17148,0.436796,0.023932,219071,15872,0.410682,0.025149,335103,26415,0.340009,0.025491,338205,30695,0.453281,0.023881,99296,6983,0.474604,0.028259,403773,32403,0.503674,0.023357,543779,35302,0.393469,0.018355,758002,45006,0.436325,0.025535,329703,25507,0.332248,0.025778,220926,20313,0.412968,0.024653,437479,33540,0.3668,0.027661,70108,6554,0.390646,0.024185,120527,9517,0.365988,0.022889,132121,10335,0.493562,0.02811,85770,6840
10/1/03 0:00,noComputerMainReason,Main Reason for Household Not Online at Home: No/Inadequate Computer,noInternetAtHome,0.229779,0.003084,11765022,163865,,,,,0.29333,0.012981,1104190,57483,0.256053,0.005825,4114364,105306,0.224852,0.005563,3399582,92936,0.193659,0.004995,3146886,88189,0.245715,0.004469,6384384,127311,0.263173,0.017093,492915,37081,0.208984,0.004367,4861780,110089,,,,,,,,,,,,,,,,,,,,,0.239804,0.00627,3238361,95457,0.23179,0.004953,4530198,106677,0.232686,0.00653,2640259,82499,0.199263,0.007879,1356205,59171,23%,0.004464,5607765,120599,23%,0.004266,6157257,122771,0.209599,0.003585,6876179,124770,0.268909,0.008283,2286355,80724,0.280347,0.009191,2151713,82221,0.163399,0.018287,216301,26249,0.292922,0.037422,91997,14103,0.245716,0.028852,142477,19258,,,,,,,,,0.243801,0.006365,2833571,82924,0.225953,0.003533,8917714,148279,0.122696,0.041545,13738,5032,0.225862,0.003391,9310816,147379,0.245962,0.007352,2454206,83433,0.174911,0.017866,175127,19665,0.303133,0.031203,22147,2734,0.304427,0.025589,280915,28255,0.217696,0.021074,136582,14990,0.220809,0.011561,1142279,67252,0.250106,0.021354,166582,16360,0.247449,0.02292,120816,12912,0.102496,0.017887,13935,2577,0.140465,0.019276,18875,2791,0.204052,0.012691,615772,42882,0.24877,0.023313,391597,41471,0.179304,0.023297,33387,4758,0.241872,0.026653,53165,6757,0.211833,0.014105,520126,39096,0.210216,0.018471,254584,25287,0.209803,0.020272,108775,11831,0.231029,0.020374,115870,11633,0.233667,0.021924,190665,20486,0.380918,0.026593,378897,33773,0.204621,0.019555,44825,4809,0.168864,0.022838,143663,21656,0.138138,0.016291,149137,18960,0.237397,0.015781,457335,34457,0.159536,0.018838,120551,15501,0.332865,0.026696,221336,21820,0.236301,0.02149,250326,26060,0.303602,0.026697,58029,6120,0.274221,0.022139,84606,8002,0.198424,0.018998,71631,7652,0.158955,0.020766,27623,3940
10/1/03 0:00,privSecMainReason,Main Reason for Household Not Online at Home: Privacy or Security Concerns,noInternetAtHome,0.007848,0.000654,401852,33536,,,,,0.006146,0.002566,23134,9695,0.009712,0.001285,156053,20728,0.010109,0.001337,152835,20301,0.004297,0.000854,69830,13901,0.010869,0.001069,282421,27860,0.00498,0.002629,9327,4936,0.004707,0.000775,109505,18070,,,,,,,,,,,,,,,,,,,,,0.002934,0.000726,39622,9819,0.006091,0.000914,119037,17894,0.011331,0.001714,128570,19548,0.016841,0.002649,114623,18181,1%,0.001054,232116,26167,1%,0.000794,169735,21051,0.008837,0.000864,289905,28431,0.006153,0.001477,52317,12590,0.005544,0.001439,42548,11071,0.00449,0.002959,5944,3923,0.014366,0.009824,4512,3109,0.011428,0.006219,6627,3620,,,,,,,,,0.007801,0.001365,90668,15922,0.007885,0.000747,311184,29554,0,0,0,0,0.006312,0.000672,260206,27732,0.014196,0.001888,141646,18935,0.002319,0.002317,2322,2322,0.003375,0.003371,247,247,0.003,0.002996,2769,2769,0.013211,0.00588,8288,3715,0.007758,0.002441,40132,12676,0.002354,0.002351,1568,1568,0.012881,0.005736,6289,2817,0.006159,0.004353,837,594,0.002834,0.00283,381,381,0.008333,0.00278,25147,8422,0.005625,0.003978,8854,6277,0.01083,0.006289,2017,1177,0.016315,0.007867,3586,1744,0.009983,0.003683,24512,9095,0,0,0,0,0.002374,0.002371,1231,1231,0.004441,0.003166,2228,1591,0.008029,0.004665,6551,3822,0.012862,0.00658,12793,6592,0.012693,0.005159,2780,1137,0.012534,0.006235,10663,5336,0.003142,0.003136,3392,3392,0,0,0,0,0.006273,0.004498,4740,3411,0.007182,0.00506,4776,3378,0.008692,0.00501,9207,5334,0.016101,0.007448,3077,1436,0.012533,0.005097,3867,1581,0.005691,0.00328,2054,1187,0.002511,0.002509,436,436
10/1/03 0:00,tooExpensiveMainReason,Main Reason for Household Not Online at Home: Too Expensive,noInternetAtHome,0.233377,0.003133,11949273,167806,,,,,0.365445,0.013834,1375657,64975,0.339488,0.00633,5455020,120440,0.225422,0.005599,3408201,93823,0.105257,0.003945,1710395,67052,0.270682,0.004646,7033104,134652,0.424551,0.019246,795172,47126,0.176302,0.004156,4101471,103845,,,,,,,,,,,,,,,,,,,,,0.249882,0.006329,3374456,96698,0.232451,0.005006,4543104,108407,0.247634,0.006826,2809862,88035,0.179523,0.007752,1221851,58008,21%,0.004414,5294302,119096,25%,0.004431,6654970,129601,0.184295,0.003442,6046044,119222,0.329159,0.008845,2798617,90108,0.334601,0.009586,2568120,88358,0.221269,0.021665,292908,32775,0.279534,0.036586,87792,13574,0.268677,0.030286,155791,20756,,,,,,,,,0.201153,0.006006,2337900,76816,0.24289,0.003652,9586177,155061,0.225029,0.046158,25195,5754,0.188671,0.003222,7777686,139627,0.41808,0.008346,4171587,106119,0.201441,0.019334,201689,21803,0.207776,0.027969,15180,2309,0.306208,0.025888,282559,28847,0.285181,0.022923,178923,17039,0.25554,0.012264,1321949,73237,0.22978,0.020997,153043,15963,0.230618,0.022552,112598,12604,0.246284,0.025118,33484,3974,0.295852,0.025509,39755,4099,0.255557,0.013689,771199,47772,0.236825,0.02322,372794,41318,0.165734,0.023943,30860,4923,0.212385,0.025108,46684,6207,0.220699,0.013934,541896,38429,0.272822,0.020149,330405,28818,0.220608,0.020413,114376,11943,0.183935,0.018933,92251,10530,0.229942,0.021713,187626,20203,0.184698,0.021539,183719,23822,0.204861,0.019743,44877,4871,0.204244,0.022346,173762,21110,0.217233,0.01941,234530,23708,0.237164,0.016431,456887,36539,0.19983,0.02081,150999,17608,0.229283,0.024314,152460,18595,0.20597,0.020663,218196,24653,0.179778,0.022001,34362,4625,0.20692,0.020203,63842,7001,0.304306,0.021867,109854,9435,0.200549,0.022664,34851,4409
10/1/07 0:00,isPerson,Person in Universe: Ages 3+ Not Active-Duty Military,,1,0,285409815,794439,1,0,48539447,479500,1,0,41634979,416648,1,0,82206746,497451,1,0,76585601,450148,1,0,36443042,334767,1,0,147580299,563330,1,0,6983623,152119,1,0,82306446,462284,,,,,,,,,,,,,,,,,,,,,1,0,42993034,420336,1,0,70908925,454893,1,0,62767482,431118,1,0,60200927,424157,100%,0,139603337,542349,100%,0,145806478,511921,1,0,189311783,787870,1,0,34355543,545056,1,0,42715814,611892,1,0,12704472,348724,1,0,1685823,99271,1,0,4636381,155462,,,,,,,,,1,0,43971643,329993,1,0,239372047,762277,1,0,2066125,62108,1,0,164001437,660027,1,0,121408378,1061944,1,0,4364707,96744,1,0,620354,15654,1,0,6017216,146017,1,0,2661545,58701,1,0,34717268,316487,1,0,4568061,76021,1,0,3330404,53087,1,0,816452,16692,1,0,541125,13277,1,0,17485067,205860,1,0,8942102,146068,1,0,1213338,29490,1,0,1402895,33828,1,0,12212545,180163,1,0,6012355,122162,1,0,2825325,47971,1,0,2586746,50835,1,0,4006075,81189,1,0,4061321,109187,1,0,1267607,21835,1,0,5341012,88107,1,0,6140932,123357,1,0,9629360,150741,1,0,4927600,75046,1,0,2745304,69235,1,0,5521581,104785,1,0,905262,22278,1,0,1664067,34433,1,0,2439074,46677,1,0,1267546,19832
10/1/07 0:00,dialUpAtHome,Dial-up Internet Service Used at Home,internetAtHome,0.172536,0.002303,12603296,171103,,,,,0.096059,0.008151,392222,34937,0.125603,0.003245,3715915,100528,0.189373,0.003689,5681886,118657,0.300047,0.007614,2813273,83410,0.147617,0.002515,7970886,140028,0.173699,0.015529,298377,29220,0.253194,0.005486,4305792,104791,,,,,,,,,,,,,,,,,,,,,0.269528,0.012427,993092,53293,0.245727,0.005392,4271593,105080,0.174796,0.004118,4007049,101067,0.114663,0.003052,3331562,92174,16%,0.003048,6356400,125852,19%,0.003498,6246896,125616,0.17496,0.002587,9796370,149618,0.189075,0.008651,1223729,61631,0.184228,0.009002,1094360,58957,0.080088,0.008111,271346,28560,0.267188,0.044635,72016,14422,0.147633,0.017917,145475,19092,,,,,,,,,0.297832,0.007079,2924149,81603,0.152197,0.002405,9551561,155163,0.270584,0.029622,127587,16812,0.177795,0.00278,9086830,147922,0.160283,0.004106,3516466,96332,0.247992,0.024772,231761,26606,0.137194,0.014851,25497,2963,0.130138,0.016284,202068,27030,0.232425,0.024524,136339,16326,0.14146,0.006673,1221598,61676,0.155708,0.012823,212221,18957,0.096366,0.01037,90021,10169,0.227205,0.018471,48716,4512,0.112714,0.014402,18368,2496,0.16785,0.009881,832020,53593,0.124301,0.012501,283179,30408,0.087886,0.013439,25281,4040,0.207444,0.022258,68386,8236,0.175513,0.011852,551805,40805,0.267997,0.019715,402213,34311,0.248679,0.016993,190814,15023,0.113668,0.013961,80161,10427,0.26314,0.021342,252511,23806,0.205632,0.024132,181848,23865,0.252259,0.0165,89351,6729,0.149564,0.0123,217374,19319,0.07775,0.01163,133229,20725,0.213547,0.014564,500749,38244,0.199918,0.013351,282167,21000,0.272775,0.029578,142545,18136,0.187953,0.017053,253430,25433,0.290999,0.024722,70796,7107,0.149477,0.015225,68637,7529,0.162031,0.015744,106329,11248,0.131627,0.011551,52597,4935
10/1/07 0:00,adultInternetUser,Ages 15+: Uses the Internet (Any Location),isAdult,0.649957,0.002208,153955554,656535,,,,,0.76362,0.004532,31793293,368517,0.720384,0.003303,59220407,443452,0.662245,0.003298,50718402,392033,0.335413,0.004473,12223452,200389,0.739596,0.002419,109149793,548155,0.656219,0.010424,4582786,123200,0.488698,0.00341,40222975,360194,,,,,,,,,,,,,,,,,,,,,0.402295,0.004789,17295884,252850,0.516569,0.003684,36629329,352818,0.760841,0.003214,47756052,395590,0.86833,0.002611,52274289,404575,65%,0.002724,74550861,416301,65%,0.002497,79404693,400340,0.709936,0.002354,114873196,615440,0.527608,0.007214,14428458,303256,0.432626,0.006641,14046258,286238,0.709784,0.009977,7583647,225029,0.505815,0.026508,672600,49915,0.727064,0.014155,2351396,98502,,,,,,,,,0.575291,0.005221,21271363,248232,0.664135,0.002444,131657870,618328,0.619859,0.023675,1026321,50393,0.617725,0.002636,97777295,577054,0.714878,0.004024,56178259,594002,0.565084,0.019418,2059366,86105,0.806733,0.014564,408529,10604,0.641484,0.018292,3154463,105898,0.556807,0.019378,1237738,50991,0.642211,0.007102,18209609,246815,0.715022,0.012922,2705482,61870,0.691284,0.012833,1936049,46519,0.688753,0.015672,471720,14048,0.680146,0.016717,320633,10095,0.642203,0.009763,9508926,177308,0.654427,0.013545,4786830,120279,0.611166,0.016877,617888,22087,0.614164,0.019691,708754,26505,0.68943,0.010828,6969668,149703,0.642837,0.015606,3194326,101066,0.69515,0.013735,1650032,41079,0.691964,0.015327,1479488,42038,0.607298,0.016429,2028641,68489,0.597211,0.021215,1984096,88514,0.701218,0.012855,762141,19618,0.706171,0.012415,3139160,72022,0.694274,0.014867,3594279,111021,0.667617,0.01237,5333169,130400,0.754349,0.011254,3104580,63705,0.541142,0.021317,1219719,57829,0.633178,0.014946,2913222,86460,0.671352,0.017971,514868,19248,0.689917,0.014808,948958,27342,0.683136,0.015531,1370945,40222,0.76459,0.011226,823458,17715
10/1/07 0:00,internetAnywhere,Anyone in Household Uses Internet From Any Location,isHouseholder,0.711026,0.002215,84071544,323194,,,,,0.74495,0.009181,5276532,125888,0.809608,0.003291,34696130,278582,0.762401,0.003385,33775956,265196,0.430138,0.005206,10322925,158956,0.817034,0.00238,62369383,319867,0.726293,0.013893,2240566,80905,0.497104,0.004245,19098277,214618,,,,,,,,,,,,,,,,,,,,,0.333829,0.006536,5032781,118844,0.594562,0.004365,21026077,223630,0.801731,0.003664,26662965,248020,0.907555,0.002617,31349720,263181,74%,0.003036,44322698,296962,69%,0.003224,39748846,284999,0.752011,0.002438,62845152,309186,0.590897,0.007289,8484699,160919,0.549137,0.007585,7502174,150305,0.820405,0.009994,3679600,106518,0.60146,0.028851,389444,30169,0.771638,0.016817,1170474,54433,,,,,,,,,0.633509,0.005426,11988468,159819,0.726203,0.002431,71535324,333382,0.676326,0.024086,547752,32789,0.669801,0.002659,58735301,317405,0.829364,0.00371,25336243,242024,0.607861,0.019758,1139786,59557,0.846616,0.014151,212438,8636,0.718153,0.017505,1780643,80817,0.620387,0.019964,709790,37737,0.73664,0.006935,9632167,171987,0.790121,0.012049,1556554,51560,0.734542,0.012788,1033249,34597,0.729297,0.015666,237663,9843,0.747047,0.015108,206537,8260,0.698824,0.009758,5335553,133071,0.720105,0.013348,2652597,92385,0.732978,0.016999,323059,14618,0.699303,0.019221,398840,19988,0.733959,0.010953,3659947,105934,0.680571,0.015949,1756750,72821,0.736304,0.013699,905439,32464,0.768622,0.014893,862227,34546,0.666657,0.016799,1166043,51020,0.633669,0.021214,1033941,57412,0.746158,0.013275,405178,14366,0.768241,0.012204,1679610,54130,0.729513,0.015696,1882903,78259,0.70784,0.012544,2832320,92392,0.786825,0.011256,1666554,50899,0.597974,0.021844,680777,39520,0.673734,0.015559,1616169,64653,0.687222,0.019403,292961,14608,0.740019,0.015319,530647,21544,0.734577,0.015497,736724,29895,0.806303,0.011726,429913,14202
10/1/07 0:00,internetAtHome,Anyone in Household Uses Internet at Home,isHouseholder,0.617792,0.002371,73047508,324710,,,,,0.576464,0.010354,4083135,111663,0.690335,0.003833,29584627,262723,0.677251,0.003695,30003636,254189,0.390686,0.005126,9376111,151794,0.707356,0.002779,53996952,311336,0.55683,0.015446,1717783,70754,0.442643,0.004216,17005919,203982,,,,,,,,,,,,,,,,,,,,,0.2444,0.005952,3684554,102005,0.49156,0.004437,17383521,205952,0.689309,0.004251,22924193,233288,0.841131,0.003288,29055240,255905,65%,0.003268,39388387,285999,58%,0.003422,33659121,269299,0.670006,0.002656,55992065,303975,0.450739,0.007406,6472178,141731,0.434809,0.007555,5940250,135136,0.755412,0.011267,3388100,102260,0.416271,0.02963,269534,25857,0.649614,0.019387,985380,49784,,,,,,,,,0.518821,0.005607,9818125,145516,0.637097,0.002614,62757860,327650,0.582205,0.025245,471523,29768,0.582826,0.002787,51108425,307970,0.71816,0.004377,21939083,227885,0.498407,0.020307,934552,53705,0.740645,0.016978,185847,8052,0.626231,0.018739,1552725,75750,0.512708,0.020719,586593,34331,0.660429,0.00746,8635639,163305,0.691843,0.013729,1362944,48157,0.664097,0.013701,934158,32856,0.657957,0.016799,214414,9334,0.589421,0.017193,162958,7253,0.649235,0.010138,4956933,128411,0.618459,0.014471,2278168,85517,0.652664,0.018389,287660,13784,0.578005,0.020796,329659,18028,0.630484,0.012036,3143959,98099,0.58142,0.016924,1500812,67167,0.623978,0.015039,767310,29920,0.628656,0.017054,705216,31308,0.548633,0.017781,959608,46370,0.541982,0.021991,884337,53038,0.652284,0.014612,354203,13417,0.664765,0.013649,1453379,50114,0.663897,0.016749,1713546,74637,0.586029,0.013638,2344912,83710,0.666364,0.012963,1411409,46794,0.459013,0.02229,522573,34544,0.562095,0.016448,1348367,58926,0.570693,0.02067,243285,13269,0.640359,0.016821,459183,20015,0.654316,0.016719,656228,28142,0.749437,0.012896,399593,13695
10/1/07 0:00,noInternetAtHome,No One in Household Uses Internet at Home,isHouseholder,0.382208,0.002371,45192222,300370,,,,,0.423536,0.010354,2999937,95505,0.309665,0.003833,13270830,190331,0.322749,0.003695,14298456,190260,0.609314,0.005126,14622999,187625,0.292644,0.002779,22339399,234274,0.44317,0.015446,1367152,63896,0.557357,0.004216,21413139,225674,,,,,,,,,,,,,,,,,,,,,0.7556,0.005952,11391373,174811,0.50844,0.004437,17980477,211132,0.310691,0.004251,10332561,164539,0.158869,0.003288,5487811,121607,35%,0.003268,20846266,227402,42%,0.003422,24345956,239214,0.329994,0.002656,27577424,243477,0.549261,0.007406,7886849,153440,0.565191,0.007555,7721496,152630,0.244588,0.011267,1097000,57743,0.583729,0.02963,377963,28359,0.350386,0.019387,531489,36301,,,,,,,,,0.481179,0.005607,9105783,143357,0.362903,0.002614,35748070,285411,0.417795,0.025245,338369,27797,0.417174,0.002787,36582304,279104,0.28184,0.004377,8609919,154713,0.501593,0.020307,940524,53691,0.259355,0.016978,65079,4998,0.373769,0.018739,926750,58558,0.487292,0.020719,557515,32580,0.339571,0.00746,4440170,118475,0.308157,0.013729,607076,32476,0.335903,0.013701,472500,23617,0.342043,0.016799,111464,6725,0.410579,0.017193,113513,6248,0.350765,0.010138,2678107,95588,0.381541,0.014471,1405455,67620,0.347336,0.018389,153088,9977,0.421995,0.020796,240681,15676,0.369516,0.012036,1842624,75042,0.41858,0.016924,1080476,57132,0.376022,0.015039,462397,23353,0.371344,0.017054,416567,24034,0.451367,0.017781,789482,41653,0.458018,0.021991,747336,48516,0.347716,0.014612,188816,9772,0.335235,0.013649,732927,36831,0.336103,0.016749,867496,52767,0.413971,0.013638,1656443,71232,0.333636,0.012963,706666,33622,0.540987,0.02229,615898,37213,0.437905,0.016448,1050456,52718,0.429307,0.02067,183013,11727,0.359641,0.016821,257888,15033,0.345684,0.016719,346695,20766,0.250563,0.012896,133597,7909
10/1/07 0:00,isAdult,Person Ages 15+,isPerson,0.829931,0.001386,236870368,566829,0,0,0,0,1,0,41634979,416648,1,0,82206746,497451,1,0,76585601,450148,1,0,36443042,334767,1,0,147580299,563330,1,0,6983623,152119,1,0,82306446,462284,,,,,,,,,,,,,,,,,,,,,1,0,42993034,420336,1,0,70908925,454893,1,0,62767482,431118,1,0,60200927,424157,82%,0.001877,114766382,428330,84%,0.001729,122103986,379359,0.854716,0.001593,161807724,615359,0.795998,0.004582,27346939,419661,0.76008,0.003897,32467433,459561,0.840998,0.006171,10684439,285304,0.788775,0.017028,1329736,75186,0.697548,0.012654,3234098,116755,,,,,,,,,0.840881,0.003247,36974939,242953,0.828166,0.001535,198239695,550820,0.801371,0.014843,1655733,40855,0.96515,0.000872,158286008,622086,0.647273,0.002123,78584360,718130,0.834959,0.011663,3644352,70042,0.816307,0.012398,506400,9672,0.817229,0.012021,4917445,97416,0.8352,0.012641,2222923,41073,0.816728,0.004204,28354579,228401,0.828311,0.008843,3783777,52824,0.840937,0.007545,2800659,41340,0.838861,0.009798,684890,12037,0.871183,0.010442,471419,10177,0.846822,0.006124,14806739,146495,0.817988,0.008318,7314532,104263,0.833238,0.00937,1010999,23034,0.822595,0.010352,1154014,23135,0.827781,0.006826,10109317,129369,0.826483,0.010741,4969111,81098,0.840128,0.008846,2373635,32881,0.826559,0.010293,2138099,36004,0.833844,0.010092,3340440,56287,0.818027,0.012918,3322269,75043,0.857428,0.008366,1086881,16055,0.832301,0.008079,4445329,65344,0.843036,0.009055,5177029,94159,0.829585,0.007911,7988370,106165,0.835209,0.007708,4115576,53118,0.821028,0.013363,2253972,48241,0.833267,0.009219,4600950,71251,0.847172,0.012356,766913,15027,0.82657,0.010821,1375467,21847,0.822788,0.009924,2006841,32995,0.849667,0.007502,1076993,14553
10/1/07 0:00,internetUser,Uses the Internet (Any Location),isPerson,0.623618,0.002215,177986600,803573,0.495083,0.005052,24031046,334145,0.76362,0.004532,31793293,368517,0.720384,0.003303,59220407,443452,0.662245,0.003298,50718402,392033,0.335413,0.004473,12223452,200389,0.739596,0.002419,109149793,548155,0.656219,0.010424,4582786,123200,0.488698,0.00341,40222975,360194,,,,,,,,,,,,,,,,,,,,,0.402295,0.004789,17295884,252850,0.516569,0.003684,36629329,352818,0.760841,0.003214,47756052,395590,0.86833,0.002611,52274289,404575,62%,0.002671,86736988,494537,63%,0.002518,91249612,483235,0.688979,0.002343,130431854,736118,0.501327,0.007118,17223367,370619,0.415769,0.006391,17759929,360467,0.683689,0.009834,8685904,264429,0.470549,0.026219,793262,61533,0.666961,0.013751,3092284,123600,,,,,,,,,0.556378,0.005164,24464859,301375,0.636266,0.002458,152304183,756028,0.589295,0.023436,1217558,64370,0.602034,0.002611,98734438,585574,0.652773,0.003868,79252162,816424,0.534834,0.019531,2334395,101464,0.76136,0.017866,472313,13155,0.61426,0.019107,3696135,132304,0.530501,0.019443,1411953,61152,0.609022,0.007124,21143580,300024,0.673883,0.013307,3078338,76301,0.675585,0.012582,2249970,57169,0.660592,0.01577,539342,17011,0.659435,0.016924,356837,12004,0.621005,0.009724,10858319,215396,0.623385,0.013555,5574375,152152,0.587608,0.016686,712967,26345,0.574496,0.018909,805958,32890,0.664483,0.010991,8115031,184427,0.617002,0.015219,3709638,125891,0.666504,0.013617,1883092,50070,0.669939,0.015024,1732962,52243,0.592063,0.016454,2371847,85828,0.573065,0.021331,2327402,108175,0.681919,0.012865,864406,23492,0.673538,0.012477,3597375,87073,0.679032,0.014457,4169891,135036,0.647357,0.012265,6233638,159313,0.731412,0.01111,3604106,80438,0.514743,0.021082,1413126,69627,0.614765,0.014929,3394474,111318,0.645787,0.018079,584607,23605,0.66831,0.015377,1112113,35797,0.645207,0.015778,1573709,48403,0.745984,0.010955,945569,21729
10/1/09 0:00,isHouseholder,Household Reference Person in Universe: Non-Institutional,,1,0,119296182,277176,,,,,1,0,6635255,142903,1,0,41990895,302439,1,0,45847610,297476,1,0,24822422,234999,1,0,72121909,330490,1,0,6919390,141268,1,0,39818313,286565,,,,,,,,,,,,,,,,,,,,,1,0,14723486,196737,1,0,34985257,275715,1,0,33687243,273775,1,0,35900196,279473,100%,0,60867118,325150,100%,0,58429064,319557,1,0,83809638,312567,1,0,14876136,213148,1,0,13799030,197877,1,0,4559503,115255,1,0,804417,45494,1,0,1447458,62673,1,0,102090935,314774,1,0,16768677,201711,1,0,18956117,197633,1,0,99484011,330222,1,0,856053,43907,1,0,89272836,326012,1,0,30023346,263211,1,0,1828596,74387,1,0,261210,9934,1,0,2554302,101543,1,0,1198145,49384,1,0,13041482,197244,1,0,2050236,60085,1,0,1359026,38391,1,0,338362,11611,1,0,285194,10067,1,0,7525189,159233,1,0,3878881,117042,1,0,452745,18027,1,0,576417,24026,1,0,5102738,125654,1,0,2538962,87829,1,0,1216088,37780,1,0,1136120,40719,1,0,1724139,61915,1,0,1744918,76719,1,0,547354,16586,1,0,2207954,62219,1,0,2584844,89941,1,0,3947156,110321,1,0,2143014,58269,1,0,1134018,50413,1,0,2426205,78476,1,0,412032,17896,1,0,703786,23837,1,0,1029004,37039,1,0,516943,15155
